Perovskite_composition_long_form,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Encapsulation,TS80,TS80m,lnTS80m
(CH3NH3)PbI3,DMF,1,110,15,FALSE,58.0547,38.15168652,3.641569964
(CH3NH3)PbI3,DMF,1,110,15,FALSE,56.8827,37.38148572,3.621175548
(CH3NH3)PbI3,DMF,1,110,15,FALSE,296.849,195.0796403,5.273407887
(CH3NH3)PbI3,DMF; DMSO,10; 1,100,10,FALSE,58.447,19.95298364,2.993378688
(CH3NH3)PbI3,DMF; DMSO,10; 1,100,10,FALSE,191.462,65.36243354,4.179947683
(CH3NH3)PbI3,DMF; DMSO,10; 1,100,10,FALSE,58.447,19.95298364,2.993378688
(CH3NH3)PbI3,DMF; DMSO,10; 1,100,10,FALSE,191.462,65.36243354,4.179947683
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,1619.43,552.8506218,6.315087842
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,601.968,205.5034074,5.325462615
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,89.7043,30.62378617,3.421777033
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,601.968,205.5034074,5.325462615
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,60.0 >> 30.0,FALSE,23857.7,4072.341589,8.311973442
(CH3NH3)PbI3,DMF,1,100,10,FALSE,172.336,147.4319585,4.993366771
(CH3NH3)PbI3,DMF,1,100,10,FALSE,0.8,0.684393086,-0.37922284
(NH4)3Sb2I9,Ethanol,1,110,2,FALSE,1149.67,196.2405829,5.27934137
(CH3NH3)PbI3,DMF,1,95,40,FALSE,24,4.096631198,1.410164977
(CH3NH3)PbI3,DMF,1,100,10,FALSE,43.5035,9.28217684,2.228096093
(CH3NH3)PbI3,DMF,1,100,10,FALSE,8,1.706929666,0.53469624
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,6,1.280197249,0.247014167
(CH3NH3)PbI3,DMF; DMSO,9; 1,130,10,FALSE,6,1.280197249,0.247014167
AgBi2I7,DMSO,1,90,30,FALSE,18556,8710.291392,9.072260524
AgBi2I7,DMSO,1,90,30,FALSE,18556,8710.291392,9.072260524
AgBi2I7,DMSO,1,90,30,FALSE,18556,8710.291392,9.072260524
AgBi2I7,DMSO,1,90,30,FALSE,18556,8710.291392,9.072260524
AgBi2I7,n-butylamine,1,150,30,FALSE,18556,8710.291392,9.072260524
AgBi2I7,DMSO,1,90,30,FALSE,18556,8710.291392,9.072260524
AgBi2I7,n-butylamine,1,150,30,FALSE,18556,8710.291392,9.072260524
Cs0.1((NH2)2CH)0.76(CH3NH3)0.14PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,1,10.47649245,2.349133933
Cs0.1((NH2)2CH)0.76(CH3NH3)0.14PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,TRUE,250,1309.561556,7.17744767
Cs0.1((NH2)2CH)0.76(CH3NH3)0.14PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,TRUE,5193.13,12212.30441,9.41019928
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,177.904,60.73392306,4.106502406
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70 >> 70; 100; 120,5.0 >> 5.0; 10.0; 10.0,FALSE,0.4,0.684393086,-0.37922284
((NH2)2CH)PbI3,DMF >> IPA,1 >> 1,70 >> 70; 100; 120,5.0 >> 5.0; 10.0; 10.0,FALSE,2.25,3.849711108,1.347998108
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,,105,40,TRUE,270,9909.340526,9.201233079
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,15,FALSE,1739.51,298.6925058,5.699414636
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,15,FALSE,778.423,133.6635699,4.89532597
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,15,FALSE,250,42.92767875,3.75951681
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,15,FALSE,120,20.6052858,3.025547635
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,15,FALSE,152.489,319.7289752,5.767473685
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,15,FALSE,60,125.804081,4.834725784
CsSnBr3,none,1,50,25,FALSE,1.8,3.079768886,1.124854557
(CH3NH3)PbI3,DMF,1,100,30,FALSE,120.833,41.25068646,3.719667754
RbPbI3,DMF,1,100,30,FALSE,15905.1,5429.777406,8.599653419
CsPbBrI2,DMF; DMSO,2; 1,100,5,FALSE,562.213,4855.041451,8.487772919
CsPbBrI2,DMF; DMSO,2; 1,100,5,FALSE,1058.95,905.9225728,6.808953842
CsPbBrI2,DMF; DMSO,2; 1,100,5,FALSE,7707.38,1315.595557,7.182044737
((NH2)2CH)0.5(CH3NH3)0.5PbBr0.13I2.87,DMF >> IPA,1 >> 1,70.0 >> 150.0,20.0 >> 15.0,FALSE,290,74.25144047,4.307457178
((NH2)2CH)0.5(CH3NH3)0.5PbBr0.13I2.87,DMF >> IPA,1 >> 1,70.0 >> 150.0,20.0 >> 15.0,FALSE,800,204.8315599,5.322187982
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,9183.31,1567.526427,7.357254132
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,1680,286.7641839,5.658660219
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.25I2.75,DMF; DMSO,4; 1,150.0; 100.0,10.0; 40.0,FALSE,600,153.6236699,5.03450591
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.25I2.75,DMF; DMSO,4; 1,150.0; 100.0,10.0; 40.0,FALSE,22,22.10453593,3.095782833
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.25I2.75,DMF; DMSO,4; 1,150.0; 100.0,10.0; 40.0,FALSE,1256.82,321.7955014,5.773916255
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.25I2.75,DMF; DMSO,4; 1,150.0; 100.0,10.0; 40.0,FALSE,30,30.14254899,3.405937761
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,72,24.57978719,3.201924446
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,60,20.48315599,3.019602889
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,50; 100 >> 100,3.0; 5.0 >> 5.0,FALSE,100,34.13859332,3.530428513
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,50; 100 >> 100,3.0; 5.0 >> 5.0,FALSE,44180.9,15082.73778,9.621306175
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,50; 100 >> 100,3.0; 5.0 >> 5.0,FALSE,500,170.6929666,5.139866426
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,50; 100 >> 100,3.0; 5.0 >> 5.0,FALSE,100,34.13859332,3.530428513
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,10603.4,3619.851604,8.194188311
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.3I2.7,DMF; DMSO,4; 1,100,40,FALSE,287.418,49.06023107,3.893048749
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.3I2.7,DMF; DMSO,4; 1,100,40,FALSE,642.281,109.6328493,4.697137049
(CH3NH3)PbI3,DMSO; GBL,3; 7,70,30,FALSE,550,140.8216974,4.947494533
(CH3NH3)PbI3,DMSO; GBL,3; 7,70,30,FALSE,1256.82,321.7955014,5.773916255
(CH3NH3)PbI3,DMSO; GBL,3; 7,70,30,FALSE,1256.82,321.7955014,5.773916255
(CH3NH3)PbI3,DMSO; GBL,3; 7,70,30,FALSE,1524.89,390.4319967,5.96725381
(CH3NH3)PbI3,DMF,1,100,60,FALSE,39,11.64979497,2.455288581
((NH2)2CH)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,108,36.86968078,3.607389554
((NH2)2CH)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,899.194,306.9721828,5.726757134
((NH2)2CH)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,173,59.05976644,4.078549922
((NH2)2CH)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,711.616,242.9356922,5.492796767
((NH2)2CH)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,163,55.64590711,4.019008528
(CH3NH3)SnI3,DMF; DMSO,13; 1,100,10,FALSE,0.03,0.012801972,-4.358156019
(CH3NH3)SnI3,DMF; DMSO,13; 1,100,10,FALSE,0.33,0.140821697,-1.960260746
(CH3NH3)PbI3,DMF; DMSO,,60; 100,3.0; 2.0,FALSE,288,73.73936157,4.300536735
(CH3NH3)PbI3,DMF; DMSO,,60; 100,3.0; 2.0,FALSE,809.587,207.2862101,5.334100496
(CH3NH3)PbI3,DMF; DMSO,,60; 100,3.0; 2.0,FALSE,24,6.144946797,1.815630085
(CH3NH3)PbI3,none >> IPA,1 >> 1,Unknown >> 60.0,Unknown >> 120.0,FALSE,741.267,253.0581265,5.533619211
(CH3NH3)PbI3,none >> IPA,1 >> 1,Unknown >> 60.0,Unknown >> 120.0,FALSE,220,75.1049053,4.318885874
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,250,89.61380746,4.495509409
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,1419.63,508.8737979,6.232200045
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,250,89.61380746,4.495509409
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,1419.63,508.8737979,6.232200045
(CH3NH3)PbI3,DMF,1,110,15,FALSE,2.0586,3.887424406,1.357746832
(CH3NH3)PbI3,DMF,1,110,15,FALSE,0.194,0.366346223,-1.004176428
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,686.516,234.3669053,5.456887859
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,125,42.67324165,3.753572064
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,686.516,234.3669053,5.456887859
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,686.516,234.3669053,5.456887859
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,168,43.01462758,3.761540234
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,340,87.05341296,4.466521872
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,30.0 >> 30.0,FALSE,48,16.38652479,2.796459338
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,30.0 >> 30.0,FALSE,1256.82,429.0606685,6.061598327
(CH3NH3)PbI3,DMF,1,140,10,FALSE,102.152,34.87325585,3.551720227
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,120,20.48315599,3.019602889
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16Pb0.75Sn0.25Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,650,110.9504283,4.70908351
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15PbBr0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,144,24.57978719,3.201924446
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15Pb0.75Sn0.25Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,720,122.8989359,4.811362359
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15Pb0.25Sn0.75Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,720,122.8989359,4.811362359
Cs0.2((NH2)2CH)0.66(CH3NH3)0.14PbBr0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,120,20.48315599,3.019602889
Cs0.2((NH2)2CH)0.66(CH3NH3)0.14Pb0.25Sn0.75Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,700,119.4850766,4.783191482
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16Pb0.75Sn0.25Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,36,10.7536569,2.375245873
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16Pb0.5Sn0.5Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,283.926,84.81229966,4.440440575
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16Pb0.25Sn0.75Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,24,7.169104597,1.969780765
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15Pb0.75Sn0.25Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,72,21.50731379,3.068393054
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15Pb0.5Sn0.5Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,254.149,75.91753184,4.329647644
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15Pb0.25Sn0.75Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,164.764,49.21709791,3.896241082
Cs0.2((NH2)2CH)0.66(CH3NH3)0.14Pb0.75Sn0.25Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,24,7.169104597,1.969780765
Cs0.2((NH2)2CH)0.66(CH3NH3)0.14Pb0.5Sn0.5Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,20,5.974253831,1.787459208
Cs0.2((NH2)2CH)0.66(CH3NH3)0.14Pb0.25Sn0.75Br0.5I2.5,DMSO; GBL,3; 7,100,10,FALSE,522.041,155.9402722,5.049473063
CsPbBr3,DMF >> Methanol,1 >> 1,80.0 >> 250.0,30.0 >> 5.0,FALSE,5138.25,2058.68269,7.629821586
CsPbBr3,DMF >> Methanol,1 >> 1,80.0 >> 250.0,30.0 >> 5.0,FALSE,5903.7,2365.366612,7.768688305
CsPbBr3,DMF >> Methanol,1 >> 1,80.0 >> 250.0,30.0 >> 5.0,FALSE,6924.17,2774.226423,7.928127221
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,1482.53,379.5861656,5.939081621
Cs0.2((NH2)2CH)0.8PbBr0.9I2.1,DMF; DMSO >> IPA,1; 3 >> 1,Unknown >> 105.0,Unknown >> 5.0,FALSE,47.549,101.6943964,4.621972202
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 135.0,Unknown >> 20.0,FALSE,200,85.34648329,4.446719245
CsGe0.5Sn0.5I3,none,1,Unknown,Unknown,FALSE,1537.42,11468.67832,9.347374974
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.49I2.51,DMF; DMSO,4; 1,100,60,FALSE,2965.07,1012.233189,6.919914247
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,1000,341.3859332,5.833013606
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,862.254,147.1806932,4.991661037
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,350,59.74253831,4.090044301
(CH3NH3)PbI3,DMF,1,100,25,FALSE,100,128.3237036,4.854556006
(CH3NH3)PbI3,DMF,1,100,25,FALSE,840,1077.91911,6.982787712
(CH3NH3)PbI3,DMF >> DMF,nan >> nan,Unknown >> 100.0,Unknown >> 5.0,FALSE,511.934,1094.887781,6.998407154
(CH3NH3)PbI3,DMF >> DMF,nan >> nan,Unknown >> 100.0,Unknown >> 5.0,FALSE,1070.47,2289.444583,7.736064527
CsPbBrI2,DMF; DMSO,1; 9,55; 240,1.0; 1.0,FALSE,2610.21,779.7028546,6.658912891
CsPbBrI2,DMF; DMSO,1; 9,56; 240,1.0; 2.0,FALSE,961.397,287.1814855,5.66011437
(CH3NH3)PbI3,Unknown,,Unknown,Unknown,FALSE,83.8712,28.63244788,3.354540616
(CH3NH3)PbI3,DMF; GBL,97; 3,110,10,FALSE,5.82317,0.666600456,-0.405564429
Cs0.10(CH3NH3)0.90PbI3,DMF; GBL,97; 3,110,10,FALSE,4.07022,0.465933591,-0.763712164
(N2H5)0.2(CH3NH3)0.8SnI3,DMF; NMP,4; 1,70,20,FALSE,254.149,43.38144677,3.770031856
(CH3NH3)PbI3,DMF; DMSO >> IPA,7; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,35.3698,9.056064135,2.203434603
(CH3NH3)PbI3,Unknown,,100,5,FALSE,138.647,118.6113102,4.775851846
(CH3NH3)PbI3,Unknown,,100,5,FALSE,625.622,535.2142139,6.282667067
(CH3NH3)PbI3,DMF; DMSO,4; 1,60.0; 80.0,1.0; 2.0,FALSE,60.8389,20.76954465,3.033487714
Cs0.17((NH2)2CH)0.83PbBr1.2I1.8,DMF,1,70,1,TRUE,3423,60152.1051,11.00463172
Cs0.17((NH2)2CH)0.83PbBr1.2I1.8,DMF,1,70,1,TRUE,1775,31191.93297,10.34791478
Cs0.17((NH2)2CH)0.83PbBr1.2I1.8,DMF,1,70,1,FALSE,656,11527.83551,9.352519869
Cs0.17((NH2)2CH)0.83PbBr1.2I1.8,DMF,1,70,1,FALSE,581,10209.86651,9.231109837
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,10,FALSE,62.1046,31.80245524,3.459543496
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,20,FALSE,57.3277,9.785435181,2.280895074
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,20,FALSE,87.0232,14.85424817,2.698285896
(CH3NH3)PbI3,DMF; DMSO >> IPA,7; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,106.11,27.16834603,3.302052547
(CH3NH3)PbI3,DMF; DMSO >> IPA,7; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,212.793,54.48340266,3.997896117
(CH3NH3)PbI3,DMF; DMSO,5; 1,100,20,TRUE,988.582,1268.585035,7.145657413
(CH3NH3)PbI3,DMF; DMSO,5; 2,100,20,TRUE,645,827.6878881,6.718636137
(CH3NH3)PbI3,DMF; DMSO,5; 3,100,20,TRUE,450.448,578.0315563,6.359628463
(CH3NH3)PbI3,DMF; DMSO,5; 4,100,20,TRUE,347.729,446.2187312,6.100809261
((NH2)2CH)PbI3,DMF,1,160,20,TRUE,150,128.3237036,4.854556006
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,216.316,647.6976395,6.473423982
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,1437.09,4302.963261,8.367059195
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,1647.64,4933.396229,8.50378292
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,1647.64,4933.396229,8.50378292
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.49I2.51,DMF; DMSO,4; 1,100,60,FALSE,46.1227,26.46189003,3.275705586
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.49I2.51,DMF; DMSO,4; 1,100,60,FALSE,0.558654,13.81111243,2.625473516
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,1270.74,1902.437403,7.550891187
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 2,100,60,FALSE,767.901,1149.63217,7.047197318
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 3,100,60,FALSE,635.371,951.2201985,6.85774558
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF,1,100,90,FALSE,1,56.72463928,4.038208672
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF,1,100,90,FALSE,1,56.72463928,4.038208672
(CH3NH3)PbBr3,DMF,1,150,50,FALSE,888,227.3630315,5.426547998
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,168,626.6140538,6.440330807
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,42,156.6535135,5.054036446
(CH3NH3)PbI3,DMF; DMSO,1.5; 8.7,Unknown,60,FALSE,160.074,40.9852589,3.713212463
(CH3NH3)PbI3,DMF; DMSO,1.5; 8.8,Unknown,60,FALSE,91.3495,23.38907573,3.152269064
((NH2)2CH)SnI3,DMF,1,70; 120,5.0; 10.0,FALSE,0.321928,0.344258277,-1.066363098
((NH2)2CH)SnI3,DMF,1,70; 120,5.0; 10.0,FALSE,0.625622,0.669017767,-0.401944661
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 80,1.0; 2.0,FALSE,93.6085,31.95662513,3.464379519
(CH3NH3)PbI3,DMF >> DMF,nan >> nan,Unknown >> 100.0,Unknown >> 5.0,FALSE,847.162,1811.849423,7.502103383
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,232.927,39.75900063,3.682836246
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,1051.04,179.4051356,5.189646576
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,870.232,148.5424817,5.000870989
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,1051.04,179.4051356,5.189646576
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,1680,286.7641839,5.658660219
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.1I2.9,DMF; DMSO >> IPA,97; 7 >> 1,75.0 >> 100.0,2.0 >> 10.0,FALSE,590.403,5098.478758,8.536697491
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.1I2.9,DMF; DMSO >> IPA,97; 7 >> 1,75.0 >> 100.0,2.0 >> 10.0,FALSE,104.718,904.301805,6.80716316
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.1I2.9,DMF; DMSO >> IPA,97; 7 >> 1,75.0 >> 100.0,2.0 >> 10.0,FALSE,1500,512.0788998,6.238478714
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.1I2.9,DMF; DMSO >> IPA,97; 7 >> 1,75.0 >> 100.0,2.0 >> 10.0,FALSE,292.235,99.76491818,4.6028166
(CH3NH3)PbI3,DMF,1,110,20,FALSE,11.6292,9.674036411,2.269445638
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,1.93157,2.478662161,0.907718964
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,15.5399,19.94137521,2.99279673
((NH2)2CH)SnI3,DMF; DMSO,4; 1,65,20,FALSE,838.712,143.1622394,4.963978528
CsPbBr3,DMF >> Methanol,1 >> 1,70.0 >> 250.0,20.0 >> 10.0,FALSE,1043.19,178.0651958,5.182149752
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,70.0 >> 100.0,10.0 >> 60.0,TRUE,24.3529,4.156868746,1.424762086
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,70.0 >> 100.0,11.0 >> 60.0,TRUE,74.1357,12.65444256,2.538008344
(CH3NH3)PbI3,DMF,1,100,90,FALSE,231.788,39.56458134,3.677934307
(((C4H9)4N))0.01(CH3NH3)0.99PbI3,DMF,1,100,90,FALSE,306.077,52.24519113,3.955947851
(((C4H9)4N))0.03(CH3NH3)0.97PbI3,DMF,1,100,90,FALSE,1440,245.7978719,5.504509539
(((C4H9)4N))0.05(CH3NH3)0.95PbI3,DMF,1,100,90,FALSE,1619.17,276.3809307,5.621780098
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,52.2041,769.6591886,6.645947805
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,4.76362,70.23134014,4.251794652
Cs0.1(CH3NH3)0.9PbBr0.1I2.9,DMF >> none,1 >> 1,100.0 >> Unknown,20.0 >> Unknown,FALSE,38.6314,13.18821654,2.579323744
Cs0.1(CH3NH3)0.9PbBr0.1I2.9,DMF >> none,1 >> 1,100.0 >> Unknown,20.0 >> Unknown,FALSE,38.6314,13.18821654,2.579323744
Cs0.17((NH2)2CH)0.83PbBr1.2I2.8,DMF; DMSO; Formarmid,7; 2; 0.03,100,20,FALSE,5655.45,1448.018307,7.277951216
Cs0.17((NH2)2CH)0.83PbBr1.2I2.8,DMF; DMSO,7; 2,100,20,FALSE,176.072,45.08137802,3.808469257
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,50,FALSE,600,513.2948143,6.240850367
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,50,FALSE,100,523.8246223,6.261156938
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,50,FALSE,24.3529,127.5664865,4.848637691
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,90,FALSE,36.3941,12.42443379,2.519665001
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,90,FALSE,74.4633,25.42072316,3.235564714
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,43.8353,14.9647548,2.705697756
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,247.146,84.37216784,4.435237582
AgCs2BiBr6,DMSO,1,280,30,FALSE,741.267,253.0581265,5.533619211
AgCs2BiBr6,none,1,220,30,FALSE,741.267,253.0581265,5.533619211
((C6H5(CH2)2NH3))2(CH3NH3)39Pb40I121,DMSO; GBL,1; 1,100,60,FALSE,64.3856,1054.764325,6.961072633
(C4H9NH3)2(CH3NH3)39Pb40I121,DMSO; GBL,1; 1,100,60,FALSE,27.7294,454.2627836,6.118675849
((C6H11CH2NH3))2(CH3NH3)39Pb40I121,DMSO; GBL,1; 1,100,60,FALSE,64.3856,1054.764325,6.961072633
(CH3NH3)PbI3,DMSO; GBL,1; 1,100,60,FALSE,48.7058,797.8979814,6.681980746
((C6H11CH2NH3))2Cs4(CH3NH3)35Pb40I121,DMSO; GBL,1; 1,100,60,FALSE,27.7294,454.2627836,6.118675849
(CH3NH3)PbI3,DMF,1,100,5,FALSE,720,122.8989359,4.811362359
(CH3NH3)PbI3,DMF,1,110,60,FALSE,58.447,19.95298364,2.993378688
(CH3NH3)PbI3,DMF,1,110,60,FALSE,38.6314,13.18821654,2.579323744
(CH3NH3)PbI3,DMF,1,100,10,FALSE,77.2627,26.37639894,3.272469631
(CH3NH3)PbI3,DMF,1,100,10,FALSE,240,81.93262396,4.405897251
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 2.0,FALSE,450.448,115.3324581,4.747818898
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 2.0,FALSE,372.957,95.49170511,4.559039386
