Perovskite_composition_long_form,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Encapsulation,TS80,TS80m,lnTS80m
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,60,FALSE,329.527,84.3719118,4.435234548
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,60,FALSE,227.193,58.17037074,4.063376131
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,60,FALSE,128.887,33.00015658,3.496512306
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.45I2.55,DMF; DMSO,4; 1,100,40,FALSE,600.597,102.5176837,4.630035307
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.45I2.55,DMF; DMSO,4; 1,100,40,FALSE,193.222,32.98163639,3.495950934
Cs0.05((NH2)2CH)0.5(CH3NH3)0.45PbBr0.04I2.96,DMF; DMSO >> IPA,9; 1 >> 1,70.0 | 150.0,1.0 | 15.0,FALSE,435.035,372.1686826,5.919347199
Cs0.05((NH2)2CH)0.5(CH3NH3)0.45PbBr0.04I2.96,DMF; DMSO >> IPA,9; 1 >> 1,70.0 | 150.0,1.0 | 15.0,FALSE,211.79,181.1845146,5.199515929
Cs0.06((NH2)2CH)0.79(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,110,20,FALSE,2095.79,763.4894146,6.63789926
Cs0.06((NH2)2CH)0.79(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,110,20,FALSE,936.566,341.1879182,5.832433405
CsPbBrI2,DMSO,1,160,5,FALSE,1428.7,169239.4268,12.03906972
CsPbBrI2,DMSO,1,160,5,FALSE,2122.38,251410.6354,12.43484288
CsPbBrI2,DMSO,1,160,5,FALSE,2838.6,336251.8633,12.72561575
CsPbBrI2,DMSO,1,160,5,FALSE,2922.98,346247.2597,12.75490842
CsPbBrI2,DMSO,1,160,5,FALSE,2422.44,286954.8241,12.56708007
(CH3NH3)PbI3,DMF,1,100,5,FALSE,312.811,535.2142139,6.282667067
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,1373.03,1174.615298,7.068695967
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,635.371,271.1334022,5.602610959
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,96.91,82.90566743,4.417703424
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,411.909,175.7749229,5.16920433
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,63.7661,43.53769911,3.773627209
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,635.371,433.8134435,6.072614588
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,200,1727.118174,7.454209503
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,60,518.1354523,6.250236699
CsPbBrI2,DMSO; NMP >> IPA,9; 1 >> 1,100.0 >> Unknown,2.0 >> Unknown,FALSE,1067.42,364.4021728,5.898258128
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,5.64587,2.409275748,0.879326183
(C3N2H5)0.01(CH3NH3)0.99PbI3,DMF; DMSO,4; 1,100,10,FALSE,20.2999,8.662625381,2.159017838
(C3N2H5)0.03(CH3NH3)0.97PbI3,DMF; DMSO,4; 1,100,10,FALSE,6.24615,2.665434683,0.980367152
(C3N2H5)0.05(CH3NH3)0.95PbI3,DMF; DMSO,4; 1,100,10,FALSE,5.15085,2.198034667,0.787563628
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,120,30,FALSE,250.249,188.5785686,5.239514729
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,840,143.3820919,4.965513038
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,570.588,97.39535842,4.578778555
(CH3NH3)PbI3,DMSO; GBL,3; 7,70,Unknown,FALSE,700,119.4850766,4.783191482
(CH3NH3)PbI3,DMSO; GBL,3; 7,70,Unknown,FALSE,700,119.4850766,4.783191482
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,16.0964,9.656800998,2.267662434
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,775.66,330.9992662,5.802116158
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,1373.03,585.9164098,6.373177134
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,110,10,FALSE,79.3192,33.84807389,3.521882096
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,110,10,FALSE,150,64.00986247,4.159037173
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,9; 1,100,120,FALSE,921.481,157.2903255,5.058093305
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,9; 1,100,120,FALSE,99.8258,17.03956194,2.835537814
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,9; 1,100,120,FALSE,245.69,41.93755496,3.736181725
(CH3NH3)PbI3,DMF; NMP,4; 1,120,10,FALSE,88.9629,34.16701796,3.531260792
(CH3NH3)PbI3,DMF; NMP,4; 1,120,10,FALSE,1914.84,735.4118703,6.60043071
CsPbBrI2,DMSO,1,160,10,FALSE,17.8402,89.17187759,4.490565716
CsPbBrI2,DMSO,1,160,10,FALSE,353.255,706.2793381,6.560010822
CsPbBrI2,DMSO,1,160,10,FALSE,9.13028,45.6364957,3.820707741
CsPbBrI2,DMSO,1,160,10,FALSE,181.24,362.3616573,5.892642766
CsPbBrI2,DMSO,1,160,10,FALSE,82.5821,70.64827281,4.257713662
CsPbBrI2,DMSO,1,160,10,FALSE,549.449,187.5741596,5.234174285
Cs0.02((NH2)2CH)0.84(CH3NH3)0.14PbBr0.05I2.95,DMF; DMSO,4; 1,100,30,FALSE,269.191,68.92351555,4.23299742
Cs0.02((NH2)2CH)0.84(CH3NH3)0.14PbBr0.05I2.95,DMF; DMSO,4; 1,100,30,FALSE,27.042,11.53969801,2.445793091
Cs0.02((NH2)2CH)0.84(CH3NH3)0.14PbBr0.05I2.95,DMF; DMSO,4; 1,100,30,FALSE,918.331,235.1289641,5.460134147
Cs0.02((NH2)2CH)0.84(CH3NH3)0.14PbBr0.05I2.95,DMF; DMSO,4; 1,100,30,FALSE,321.693,137.2768313,4.921999553
Cs0.02((NH2)2CH)0.84(CH3NH3)0.14PbBr0.05I2.95,DMF; DMSO,4; 1,100,30,FALSE,14.0972,9.625171554,2.264381704
Cs0.02((NH2)2CH)0.84(CH3NH3)0.14PbBr0.05I2.95,DMF; DMSO,4; 1,100,30,FALSE,32.9006,22.46360407,3.111896402
CsPbBr2I,DMSO,1,100,20,FALSE,1058.95,1970.181845,7.585881124
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 85,1.0; 25.0,FALSE,1058.95,180.755317,5.197144277
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 85,1.0; 25.0,FALSE,125.124,32.03668013,3.4668815
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,50,FALSE,745.913,318.305257,5.76301085
CsPbBrI2,DMF; DMSO,7; 3,150,20,FALSE,558.475,190.655509,5.250468182
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.03I2.97,DMF; DMSO >> IPA,9; 1 >> 1,70.0 | 150.0,1.5 | 20.0,FALSE,2541.49,650.7217015,6.478082057
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.03I2.97,DMF; DMSO >> IPA,9; 1 >> 1,70.0 | 150.0,1.5 | 20.0,FALSE,63.5371,54.35543991,3.995544699
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.03I2.97,DMF; DMSO >> IPA,9; 1 >> 1,70.0 | 150.0,1.5 | 20.0,FALSE,491.571,125.8615684,4.83518264
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.03I2.97,DMF; DMSO >> IPA,9; 1 >> 1,70.0 | 150.0,1.5 | 20.0,FALSE,48.0698,41.12329844,3.716574833
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,3; 1,100,45,FALSE,1200,512.0788998,6.238478714
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,3; 1,100,45,FALSE,2541.49,1084.536169,6.988907681
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,325.523,111.1289731,4.710691447
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,191.153,65.25694528,4.178332482
CsPbBrI2,DMF; DMSO,4; 1,240,0.1666,FALSE,2733.13,466.5260678,6.145313898
CsPbBrI2,DMF; DMSO,4; 1,240,0.1666,FALSE,2733.13,466.5260678,6.145313898
(C4H9NH3)2(CH3NH3)3Pb4I13,DMF,1,70,20,FALSE,1784.94,761.6917595,6.635541959
(C4H9NH3)2((NH2)2CH)0.6(CH3NH3)2.4Pb4I13,DMF,1,70,20,FALSE,2269.26,968.3668034,6.875610945
(CH3NH3)PbI3,DMF; DMSO,100; 7,65,3,FALSE,11.6894,14.70659447,2.688295996
(CH3NH3)PbI3,DMF; DMSO,100; 7,65,3,FALSE,36.9457,46.4818919,3.839062815
((NH2)2CH)PbI3,none,1,Unknown,Unknown,FALSE,120,20.48315599,3.019602889
Cs0.25((NH2)2CH)0.75Pb0.5Sn0.5I3,DMF; DMSO >> none,17; 1 >> 1,100.0 >> 150,7.0 >> 1.0,FALSE,364.314,6292.133306,8.747055451
((C6H11CH2NH3))2(CH3NH3)4Pb5I16,DMF,1,100,15,FALSE,879.118,450.1777782,6.109642567
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,90.0 >> Unknown,5.0 >> Unknown,FALSE,2610.21,891.0889766,6.792444284
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,90.0 >> Unknown,5.0 >> Unknown,FALSE,2163.8,738.6908822,6.604879541
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,90.0 >> Unknown,5.0 >> Unknown,FALSE,1605.7,548.1633929,6.306573405
(CH3NH3)PbI3,DMF,1,100,2,FALSE,14.7189,166.2438718,5.113455817
(CH3NH3)PbI3,DMF,1,100,2,FALSE,4.98705,56.32666169,4.031167988
((NH2)2CH)0.11(CH3NH3)0.89PbI3,DMSO,1,100,40,FALSE,108.345,23.11716183,3.140575278
((NH2)2CH)0.11(CH3NH3)0.89PbI3,DMF; DMSO,1; 4,100,40,FALSE,921.481,196.6129069,5.281236856
((NH2)2CH)0.11(CH3NH3)0.89PbI3,DMF; DMSO,2; 3,100,40,FALSE,128.887,27.50013048,3.314190749
((NH2)2CH)0.11(CH3NH3)0.89PbI3,DMF; DMSO,3; 2,100,40,FALSE,58.447,12.47061477,2.523375059
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,156,59.91323127,4.09289737
(CH3NH3)PbI3,DMSO >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,57.9549,19.78498762,2.984923449
(CH3NH3)PbI3,DMSO >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,78.1839,26.69088366,3.284322071
((NH2)2CH)PbI3,DMF; DMSO,3; 1,150,10,FALSE,87.9664,37.53811444,3.625356802
Cs0.2((NH2)2CH)0.8PbI3,DMF; DMSO,3; 1,150,10,FALSE,823.003,351.202059,5.861361724
Cs0.2((NH2)2CH)0.8PbI3,DMF; DMSO,3; 1,150,10,FALSE,1503.19,641.4599011,6.463746674
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,TRUE,9.3311,122.1964983,4.805630391
((NH2)2CH)0.2(CH3NH3)0.8PbI3,DMF; DMSO,4; 1,105,10,TRUE,12707.4,7037.187465,8.858963862
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,700,119.4850766,4.783191482
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,700,119.4850766,4.783191482
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,215,36.69898782,3.602749175
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,1004.03,171.3808592,5.143888327
(CH3NH3)PbI3,DMSO,1,95,60,FALSE,27.9101,14.2921733,2.659712066
(CH3NH3)PbI3,DMSO,1,95,60,FALSE,59.5706,30.50484731,3.417885599
(CH3NH3)SnI3,DMF; DMSO,9; 1,70,10,FALSE,0.074261,0.127059287,-2.063101472
Cs0.1((NH2)2CH)0.9PbBr0.135I2.865,DMF; DMSO >> IPA,10; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,159.035,1373.361194,7.225016441
(CH3NH3)PbI3,DMF; DMSO >> H2O; IPA,9; 1 >> 5; 95,100.0 >> 100.0,3.0 >> 10.0,FALSE,2.11457,3.798892355,1.334709539
(CH3NH3)PbI3,DMF; DMSO >> H2O; IPA,9; 1 >> 5; 95,100.0 >> 100.0,3.0 >> 10.0,FALSE,220,84.49301846,4.436668909
(CH3NH3)PbI3,DMF; DMSO >> H2O; IPA,9; 1 >> 5; 95,100.0 >> 100.0,3.0 >> 10.0,FALSE,6.86516,12.3334786,2.512317402
(CH3NH3)PbI3,DMF; DMSO >> H2O; IPA,9; 1 >> 5; 95,100.0 >> 100.0,3.0 >> 10.0,FALSE,1892.84,726.9625685,6.588874989
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,51.7995,17.68362065,2.872638824
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,77.566,26.47994129,3.276387514
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,160.233,54.70129223,4.001887333
(CH3NH3)PbI3,DMF,1,100,10,FALSE,576,98.31914876,4.588218807
(CH3NH3)PbI3,DMF,1,Unknown,Unknown,FALSE,984,167.9618791,5.123737044
(CH3NH3)PbI3,DMF,1,100,10,FALSE,50,8.534648329,2.144134152
(CH3NH3)PbI3,DMF,1,100,10,FALSE,709.814,121.1602574,4.797114111
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,150; 100,10.0; 40.0,FALSE,52,11.90527624,2.476981683
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,150; 100,10.0; 40.0,FALSE,227.141,52.00339135,3.951308935
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,150; 100,10.0; 40.0,FALSE,183.825,42.08629624,3.739722183
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,150; 100,10.0; 40.0,FALSE,203.319,46.54940115,3.840514139
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 75.0,Unknown >> 60.0,FALSE,4.19895,1.256701005,0.228490037
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 75.0,Unknown >> 60.0,FALSE,7.94086,2.376614806,0.865677125
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,30.0 >> 30.0,FALSE,360,107.536569,4.677830966
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,30.0 >> 30.0,FALSE,1076.76,321.6418777,5.773438746
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,295.366,50.41689877,3.920326412
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,1691.16,288.6691174,5.66528111
((NH2)2CH)PbI3,DMF; DMSO,3; 7,150,30,FALSE,0.926697,8.520974967,2.142530767
(CH3NH3)PbI3,DMF; DMSO,3; 7,100,30,FALSE,72,12.28989359,2.508777266
((NH2)2CH)PbI3,DMF; DMSO,3; 7,150,30,FALSE,155,26.45740982,3.275536264
((NH2)2CH)(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,80,13.65543733,2.614137781
((NH2)2CH)(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,100,17.06929666,2.837281333
(CH3NH3)PbI3,DMF,1,100,50,FALSE,320,54.62174931,4.000432142
(CH3NH3)PbI3,DMF,1,100,50,FALSE,50,8.534648329,2.144134152
(CH3NH3)PbI3,DMF,1,100,50,FALSE,275,46.94056581,3.848882244
(CH3NH3)PbI3,DMF,1,100,50,FALSE,24,4.096631198,1.410164977
AgBiI4,DMF; DMSO,1; 4,110; 130; 150,30.0; 30.0; 30.0,FALSE,5466.26,1212.967776,7.100825343
(CH3NH3)PbI3,DMF,1,100,90,FALSE,11,9.41040493,2.241815985
Cs0.17((NH2)2CH)0.83PbBr0.6I2.4,DMF; DMSO,4; 1,100,60,FALSE,22.0392,18.85434512,2.936743398
(CH3NH3)PbI3,DMF; DMSO >> none,17; 1 >> 1,100.0 >> Unknown,Unknown,TRUE,978.485,334.0410148,5.811263784
(CH3NH3)PbI3,DMF; DMSO,17; 1,100,Unknown,TRUE,900.985,307.583605,5.728746936
((NH2)2CH)SnI3,DMF; DMSO,5; 3,110,15,FALSE,3.3,1.689860369,0.524645904
((NH2)2CH)SnI3,DMF; DMSO,5; 3,110,15,FALSE,174.558,29.79582286,3.394368211
Cs((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,45,FALSE,2.1179,0.723021268,-0.324316641
Cs((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,45,FALSE,1.05895,0.361510634,-1.017463822
Cs((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,45,FALSE,0.853763,0.291462678,-1.232843314
Cs((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,45,FALSE,4.35035,1.485148294,0.395514629
Cs((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,45,FALSE,3.07484,1.049707123,0.048511195
Cs((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,45,FALSE,5.46626,1.866104271,0.62385298
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.46I2.54,DMF; DMSO,4; 1,100,30,FALSE,55.7194,47.66746513,3.864249092
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.46I2.54,DMF; DMSO,4; 1,100,30,FALSE,1.16292,2.238453021,0.805785011
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,2117.9,994.1542433,6.901892369
Cs0.05((NH2)2CH)0.7885(CH3NH3)0.1615PbBr0.51I2.49,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,1058.95,38864.80056,10.56784425
CsPbBrI2,DMSO,1,280,10,FALSE,1740.14,30054.2742,10.31076017
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.15I2.85,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 150.0,Unknown >> 30.0,FALSE,0.271801,0.232523406,-1.458764386
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.15I2.85,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 150.0,Unknown >> 30.0,FALSE,0.625622,0.535214214,-0.625088212
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,120,90,FALSE,24.3529,149.355677,5.006330555
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,120,90,FALSE,32.1928,197.4375716,5.285422441
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,120,90,FALSE,43.6829,267.9060441,5.590636337
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,120,90,FALSE,435.035,2668.057888,7.889106104
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,2175.17,556.9293302,6.322438356
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,218.415,55.92285645,4.023973178
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,2175.17,556.9293302,6.322438356
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,2175.17,556.9293302,6.322438356
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,9106.99,5440.746989,8.601671645
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 95.0,Unknown >> 15.0,FALSE,24.3529,460.4698227,6.132247322
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 95.0,Unknown >> 15.0,FALSE,100,1890.821309,7.544766569
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,20,FALSE,179.62,36.24613348,3.590332713
(CH3NH3)PbI3,DMF,1,100,30,FALSE,77.8425,39.86150176,3.68541099
(CH3NH3)PbI3,DMF,1,100,30,FALSE,1394.47,714.0786634,6.570993129
(CH3NH3)PbI3,DMF,1,100,30,FALSE,1270.74,1087.107087,6.991275399
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,40,FALSE,1065.25,181.8306827,5.203075939
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,40,FALSE,386.66,66.00014246,4.189656901
(CH3NH3)PbI3,DMSO; GBL,3; 7,95,5,FALSE,54.6037,23.30116885,3.148503525
(CH3NH3)PbI3,DMSO; GBL,3; 7,95,5,FALSE,476.529,203.3503717,5.31493046
((NH2)2CH)0.2(CH3NH3)0.8PbI3,DMSO; GBL,3; 7,100,12,FALSE,287.418,73.59034661,4.298513857
((NH2)2CH)0.2(CH3NH3)0.8PbI3,DMSO; GBL,3; 7,100,12,FALSE,163.025,41.74083132,3.731479818
((NH2)2CH)0.2(CH3NH3)0.8PbI3,DMSO; GBL,3; 7,100,12,FALSE,128.887,33.00015658,3.496512306
((NH2)2CH)0.25(CH3NH3)0.75Pb0.75Sn0.25I3,DMF; DMSO,4; 1,100,5,FALSE,72.4338,37.09182061,3.613396477
((NH2)2CH)0.25(CH3NH3)0.75Pb0.75Sn0.25I3,DMF; DMSO,4; 1,100,5,FALSE,144.868,74.18384605,4.306546418
((NH2)2CH)0.25(CH3NH3)0.75Pb0.75Sn0.25I3,DMF; DMSO,4; 1,100,5,FALSE,450,76.81183497,4.341358729
((NH2)2CH)0.25(CH3NH3)0.75Pb0.75Sn0.25I3,DMF; DMSO,4; 1,100,5,FALSE,450,76.81183497,4.341358729
(CH3NH3)PbI3,DMF,1,90; 120,30.0; 15.0,FALSE,1.41809,0.242057989,-1.418577958
(CH3NH3)PbI3,DMF,1,90; 120,30.0; 15.0,FALSE,2.74606,0.468733128,-0.757721696
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,179.261,45.89788783,3.826419099
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,620.643,158.9090923,5.068332292
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,620.643,158.9090923,5.068332292
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,2511.99,643.1685377,6.466406801
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,130,30,FALSE,686.223,351.4003188,5.861926083
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,130,30,FALSE,2001.46,1024.905435,6.932355629
(CH3NH3)PbI3,DMF,1,90,10,FALSE,500,298.7126915,5.699482214
(CH3NH3)PbI3,DMF,1,90,10,FALSE,60.8823,36.3726314,3.593816607
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,15,FALSE,95.2725,65.04938264,4.175146714
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,15,FALSE,112.03,76.49093219,4.3371722
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,15,FALSE,170.17,116.1872885,4.755203445
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,15,FALSE,254.149,173.5257871,5.156326217
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,15,FALSE,418.94,286.0404457,5.656133219
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,15,FALSE,195.143,133.2381503,4.892138131
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,2,FALSE,200,85.34648329,4.446719245
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,2,FALSE,2286.01,975.5145714,6.882965097
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,2,FALSE,1373.03,1174.615298,7.068695967
((NH2)2CH)PbI3,DMF; DMSO,9; 1,150,30,FALSE,35.5825,12.14736497,2.497112271
((NH2)2CH)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,150,30,FALSE,678.66,231.6849774,5.445378593
(CH3NH3)PbI3,DMF,1,100,1,FALSE,790.272,288.4768213,5.664614741
(CH3NH3)PbI3,DMF,1,100,35,FALSE,1914.84,698.9833329,6.549626898
CsPbBr3,DMF >> Methanol,1 >> 1,80.0 >> 250.0,30.0 >> 5.0,FALSE,2175.17,400105.1979,12.89948279
CsPbBr3,DMF >> Methanol,1 >> 1,80.0 >> 250.0,30.0 >> 5.0,FALSE,2175.17,400105.1979,12.89948279
CsPbI3,Hexane,1,450,30,FALSE,80.8258,13.79639558,2.624407368
CsPbI3,Hexane,1,450,30,FALSE,577.112,98.50895933,4.590147502
Cs0.15((NH2)2CH)0.85PbI3,none >> IPA,1 >> 1,80.0 >> 140.0,5.0 >> 60.0,TRUE,194.817,333.3285195,5.809128549
((C6H5N(CH3)3))0.02Cs0.15((NH2)2CH)0.83PbI3,none >> IPA,1 >> 1,80.0 >> 140.0,5.0 >> 60.0,TRUE,591.133,1011.418345,6.919108927
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,10,FALSE,1703.55,581.5680065,6.365727915
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,450.448,192.2207635,5.258644522
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,558.475,238.3193863,5.473611733
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,225.979,96.43256474,4.568843953
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,369.275,157.5816131,5.059943502
